Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Greece,GRC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.380521486,0.287833767,0.325723122,0.277431676,0.26428619,0.084134149,0.97904395,1.06976312,0.966790232,1.125144814,1.182481048,0.993380506,0.798271759,0.888144876,1.009995314,0.934738698,0.835408645,1.040321979,1.189332278,0.949866217,1.026651139,1.079479843,0.984300467,0.89790318,0.841324904,0.769296149,0.725345058,0.687354356,0.049297861,0.058019271,-0.006297723,0.001469452,0.022219552,0.697334053,0.893030378,0.277857743,1.97989469,0.614485752,1.617512411,0.838271128,0.17802117,0.379499532,0.676552212,1.227902587,1.137975798,0.64547015,1.382292201,1.689257084,1.845364406,2.197548879
Grenada,GRD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,-0.139870909,1.5851021,0,0,0,1.514721619,1.896762233,1.923958155,2.451051676,2.388982828,6.84724045,6.338483009,3.92083714,4.629317275,5.078528158,7.280580708,6.535620326,5.939836767,5.838510312,4.623176306,8.541765313,10.91832091,8.620548563,7.193118422,11.2880785,10.08424305,15.08695255,10.85166345,10.08917551,12.85058859,20.63505764,16.32403088,13.29698086,7.836552794,5.477153937,3.936812274,8.863829898,11.40936199,15.37860195,10.69424192,12.33134835,13.15551528,
Greenland,GRL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.544117647,1.440951229,0.75667444,1.354507187,1.49928836,2.194245591,0.28634915,1.779034695,2.095344707,1.695013424,1.405054133,1.476619176,0.884478635,0.497237547,0.401267155,0.635694422,0.951332233,2.120151366,4.207048066,0.905986176,0.623519206,0.964268101,0.901268293,1.25000631,0.502186066,0.513121288,0.490595257,3.549179704,6.941303683,5.047380675,-4.088377139,-5.007241077,-4.894960576,0.088918349,1.341107037,1.984464064,2.101467878,2.518679963,1.868812629,1.324604915,2.666940709,1.839816529,2.778056452,2.87215634,2.433011049,1.935084214,1.280452479,1.394095336,1.279597156,1.260272451
Guam,GUM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,3.360716953,-0.865094841,0.876022026,2.670595533,0.313396879,0.161684211,1.10245577,-0.392261466,0.792774316,0.110895727,0.097519114,-0.31169556,0.9197787,0.967302453,1.025753046,0.399343044,-1.78341022,1.226762555,0.507491554,-0.542420167,1.992020504,3.540553303,39.24532674,15.31376091,19.72544728,11.97181358,8.363977607,6.941311125,6.132141946,6.621039183,9.41532519,7.863317837,6.004422604,3.512483084,3.80800361,9.310438944,7.021134708,8.757712483,9.285366325,7.956052111,8.710092329,9.580655651,9.711827812,6.712837722,7.725068317,4.306866134,4.641921016,9.207445887,30.43331456,
High income,HIC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.442221039,0.423531347,0.416264806,0.432384477,0.466142003,0.432269442,0.315812608,0.395594492,0.40479195,0.442065066,0.528747074,0.648819222,0.624232329,0.479234293,0.524340416,0.329753387,0.594826463,0.908041187,0.928095534,1.078281735,1.162540692,0.731767325,0.672796244,0.792274277,0.847587955,1.055090919,1.162722974,1.476027023,2.473652776,3.829208055,5.108494951,2.675122546,2.089987755,1.776098009,2.163943709,3.37259835,4.562401861,5.890372207,3.911206498,2.262347632,2.755140653,3.208928919,2.668498403,2.67173417,2.445292979,4.239866412,4.229022531,2.85843329,1.440872026,1.611878733
"Hong Kong SAR, China",HKG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.310842894,1.328940298,1.934150952,3.378214364,1.634358506,3.755561085,1.983182441,1.741393983,2.606510823,2.876963757,2.460700348,6.642274628,3.830308867,3.825604668,3.842693267,-0.748526727,4.597169468,12.34593391,8.338914607,2.967123171,4.257305423,1.147554431,3.728188495,5.757705527,5.76380202,4.295359422,6.54918287,6.409906616,8.253702417,15.29571207,41.065121,18.47173606,4.056439138,11.50504198,13.12493728,22.56050489,23.20071329,29.35811583,30.57063384,25.3569802,36.17476202,38.68402954,28.51437199,27.87752022,44.55079338,58.51874996,41.53477224,36.84069605,26.82834368,14.5264849
Honduras,HND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.161825726,1.012311902,0.373599027,0.723287711,-0.111164814,0.622775801,0.38946589,0.533093757,0.424571267,0.795647756,0.146163459,-0.089023086,0.323449867,0.469095834,0.416046848,0.521018777,0.528370971,0.62434161,0.818267236,0.938821097,0.883605842,1.120751033,0.962841512,0.54194173,0.749631536,0.935025979,1.743039209,2.117794834,1.555053545,3.699419137,4.926833341,4.095057184,3.695331225,4.793037837,6.750002247,6.214406049,6.618787693,7.876878447,8.707925258,3.389872002,3.834605747,5.886801112,5.836094927,5.778627102,8.629014199,6.275950434,5.28156557,4.105923264,6.004729367,3.805858724
Heavily indebted poor countries (HIPC),HPC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.911956414,0.646909181,0.703348263,0.761699028,0.703879995,0.630340747,0.806508753,0.360704641,0.72488579,0.736923024,0.76079906,0.447065659,0.478563609,0.198775132,0.232007008,0.589379928,-0.008491225,0.436088871,0.248184527,0.20665408,0.364246067,0.254925666,0.478063421,0.987557101,1.027462244,1.301141103,1.495317336,2.201413421,2.59278153,2.904561176,2.508282449,3.035690977,3.462727849,3.527092493,3.331742631,3.212410947,3.391538832,4.083862849,4.440541964,3.520694396,4.886223698,5.281192018,5.724422558,5.493924727,4.351581129,4.488817165,3.659139208,4.062659051,3.743333872,
Croatia,HRV,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.482005409,2.077283463,2.500605001,3.94266391,6.216725153,4.684394308,4.472686406,3.657502813,5.323206069,3.159512765,3.998364624,6.632871228,7.719480765,7.468636288,4.898333213,2.583353753,2.00303744,2.593355942,1.614466529,5.523701183,0.105543326,0.811118791,0.861942733,1.988417311,1.93667393
Haiti,HTI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.845410628,0.937155458,1.091393828,1.49528706,1.404314364,0.387437628,0.885096701,0.844772967,1.026483269,1.11049417,0.939442116,0.563742058,0.48026048,0.518600641,0.245567669,0.244849209,0.207937877,0.228604924,0.386391845,0.342074781,0.258373748,-0.051820324,-0.097469269,-0.149075037,-0.129177258,0.26303505,0.141013913,0.119798541,0.28894367,0.722241315,0.335116718,0.122343104,0.164161431,0.466168005,0.166774067,0.603198143,3.376642332,1.265860297,0.455063921,0.84241387,2.687789865,1.583113282,1.977024185,1.908274755,1.128147925,1.211279831,1.316078506,4.45751966,1.087100437,
Hungary,HUN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.207168424,3.819114425,5.855999936,2.650386603,10.34804782,7.048915981,8.80421055,6.696509727,6.897764049,5.819155704,7.551293738,5.38897593,4.873871925,4.365235461,24.33126182,16.16124191,50.46318126,47.49558474,-2.135265715,-15.8387855,7.611791333,8.439810181,-2.648715545,9.291560482,-4.229059865,54.64872629,-8.603120041,-41.50819729,3.784900022
IBRD only,IBD,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.679507264,0.749960545,0.407588563,0.745319142,0.668550279,0.815896751,0.459919509,0.487873428,0.627712327,0.519795774,0.543748215,0.674092971,0.572362628,0.5037555,0.472644837,0.518943686,0.471334714,0.486953362,0.753143987,0.759159761,0.67066867,0.976732587,1.145956034,1.531055653,1.917730345,1.948512234,2.263393657,2.841313369,2.937577001,3.208002986,2.718847565,2.858816596,2.595637391,2.425092361,2.849486246,3.18865532,3.542080992,3.954899111,3.718098303,2.587484759,3.080311782,3.111926193,2.698351247,2.705729142,2.388188215,2.39336218,2.126727107,1.848831078,1.997973623,1.672347522
IDA & IBRD total,IBT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.744567726,0.788646459,0.488114819,0.786525912,0.665733103,0.793661657,0.493457492,0.496300142,0.615611942,0.526849782,0.491385969,0.623863866,0.538249015,0.476444638,0.446537638,0.519965614,0.44065381,0.494142185,0.71771457,0.785989162,0.655442714,0.942355061,1.127836718,1.526296904,1.887597229,1.887946326,2.187827924,2.739021393,2.830636226,3.087404008,2.622443241,2.762663272,2.538074227,2.390244013,2.787995279,3.135339062,3.48538338,3.912392408,3.697430457,2.598039132,3.065231021,3.112841276,2.711197078,2.708923337,2.383069639,2.399726258,2.140425592,1.88906204,2.011723614,1.673625105
IDA total,IDA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.117073144,1.052767952,0.94516338,1.052758862,0.647583412,0.664081496,0.697915693,0.549838048,0.538131051,0.578979634,0.100938957,0.354637108,0.343865321,0.292680701,0.252321002,0.527839488,0.192016916,0.551398808,0.425009025,1.027569093,0.503610299,0.611478519,0.919359016,1.464576154,1.446304726,1.010843663,1.10556885,1.240196368,1.323942977,1.487760653,1.39433181,1.505145714,1.835690994,1.965115059,2.026288562,2.455290615,2.773260229,3.344237729,3.409712925,2.742695017,2.847342782,3.126601604,2.900874025,2.754149273,2.313619925,2.481052774,2.323511897,2.463298685,2.206539704,
IDA blend,IDB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.472494785,1.597752292,1.74887596,1.962014121,1.036821778,1.140820417,0.741812639,0.834535293,0.521311518,0.658588635,-0.245252109,0.451712449,0.398786982,0.567905089,0.351657046,0.843672591,0.341235305,0.884417273,0.70933714,1.953994008,0.753700239,0.890845511,1.048442922,1.807481284,1.969333213,1.239295074,1.183037083,1.037981117,0.963770735,1.183250551,0.969898585,0.868200607,1.653453153,1.488686365,1.277508458,2.437737575,2.634148048,3.005324553,2.819873264,2.547520589,1.813031185,1.879017213,1.281755932,1.256584839,1.253391756,1.271269781,1.189290731,1.624962856,1.442322473,
Indonesia,IDN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.588733533,3.204251727,2.305232252,3.570275713,0.705825551,4.241288511,2.005921431,0.513000573,0.811785371,0.439687122,0.248336362,0.155522389,0.249560637,0.360261288,0.261626776,0.363467988,0.322685251,0.507048517,0.683272607,0.722064256,1.029764942,1.27077228,1.387988834,1.268300646,1.19225193,2.15007984,2.724197886,2.167796852,-0.252290448,-1.332573541,-2.757439934,-1.855686193,0.074151638,-0.25425632,0.73824398,2.916114843,1.347942646,1.603010572,1.826329024,0.90391942,2.025179138,2.302984285,2.309780327,2.551356334,2.819972605,2.297616387,0.487372471,2.019489201,1.814344146,2.196369952
IDA only,IDX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.749354308,,0.350206436,0.460454598,0.351502377,0.320036697,0.65850343,0.310673797,0.551635326,0.510799399,0.448405406,0.180883872,0.251364218,-0.072558387,0.140895123,0.195022123,0.062760003,0.278568733,0.194665105,0.296115051,0.307589987,0.395941926,0.805111435,1.202716623,0.999944018,0.814450151,1.038254795,1.412138918,1.613790544,1.739596192,1.747281861,2.044716556,1.994377227,2.379426163,2.719329996,2.472480981,2.920869146,3.692691421,4.052326931,2.934673347,3.906520667,4.447757612,4.672331328,4.352127985,3.466917978,3.707360067,3.386473161,3.187569189,2.851344692,
Isle of Man,IMN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.072826324,0.070763624,0.024893934,0.044331264,0.057241382,-0.010486395,-0.007502573,-0.029682109,0.0131755,0.03174683,0.042484827,0.047506181,0.03591159,0.002584047,0.009068703,0.045627777,0.047283784,0.076091199,0.030766482,0.085156734,0.073740021,0.02722554,0.095941829,0.197056163,0.297385909,0.594986258,0.617479056,0.860208566,0.625285966,0.472644846,0.765212649,1.056378305,1.011571805,0.605889255,0.765601405,0.88610072,2.130168425,2.073395746,3.620521897,2.651593127,1.635034274,2.002065027,1.312934337,1.516275965,1.695658786,2.092115754,1.9373632,1.506588286,1.552336472,1.760098173
Not classified,INX,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.727064605,0.489777817,0.490069961,0.694246744,0.647583439,1.665795021,1.824390647,1.209752162,2.55878781,1.83564136,1.315565816,0.983090358,1.125603228,0.815981317,0.602859464,0.768519683,0.870617086,0.949545885,0.680728161,0.490664253,1.259829904,2.731688019,2.604558089,2.053896396,1.499105179,2.084470234,3.449474516,2.449465254,9.837938036,18.45197897,25.81739848,8.843082322,22.91819083,13.86696034,-5.471488521,22.20716181,9.509537295,22.20480588,8.467051997,22.83984873,16.99242244,9.979836073,18.19817007,20.94648801,33.58429235,80.79113738,26.35067866,17.36884572,16.86441204,-20.39340807
"Iran, Islamic Rep.",IRN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.255096343,0.47481024,0.53167106,2.073355943,0.700078676,0.95487847,-0.149275673,0.428895129,1.165546465,0.181819434,0.085744011,0.028079794,-0.108051881,-0.050215791,0.026306914,-0.021172845,-0.053774713,-0.229557503,0.049196369,-0.016116669,-0.289993218,,,0.325601197,0.002783908,0.017631338,0.021593979,0.046524218,0.021763395,0.030742623,0.035586634,0.321660451,2.736114981,1.874034426,1.598213512,1.275850911,0.87027712,0.576707018,0.480187804,0.716484923,0.74957176,0.736394136,0.778423762,0.662609253,0.486608986,0.532534646,0.806730258,1.12699072,,
Iraq,IRQ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,-0.027729414,-0.004656762,-0.002187733,-0.127571695,-0.076670852,-0.333766349,0.007603567,0.022129101,0.001262505,0.004257406,0.002864863,0.010722188,0.005681377,-0.000576425,-0.005873617,-0.002402403,0.001947899,-0.007579954,-0.005412535,0.000594138,-0.003785735,,,,,,,,,,,,,,0.819047736,1.03153064,0.587961734,1.09387601,1.409960014,1.431387929,1.00796494,1.120863398,1.559625972,-0.995279211,-4.336872222,-4.267189132,-3.577273919,-2.574472544,-2.178630578,-1.285637158
Iceland,ISL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.853086082,2.94968222,0.332970848,-0.129738086,0.869870226,3.009248079,0.269139101,0.189888099,0.321990554,0.108477927,0.6584966,1.515044348,1.114762416,-0.844732431,0.477560406,0.789683836,0.212732959,0.043410501,-0.24199555,-0.482301294,-0.074140892,-0.266413129,0.121947769,-1.89E-05,0.037414819,-0.130481609,1.120992605,1.952421122,1.813996592,0.742779973,1.72331125,1.991939707,0.98879972,2.938089953,5.459563623,18.40103728,22.51661446,31.94134979,6.722535844,0.483021796,1.878024911,7.302542892,6.955762369,2.94762237,4.317903927,6.588997341,-5.171540264,-28.5847865,-2.379415187,-1.800639737
Israel,ISR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.695166935,0.8492569,1.299108288,1.315528087,0.514044428,0.292965571,0.309554193,0.466246086,0.231547773,0.051129307,0.211053319,0.44723789,0.076515463,0.252474657,0.306922469,0.408290786,0.420557957,0.547075381,0.533339951,0.32143024,0.255883305,0.511560339,0.77836701,0.796068731,0.511450559,1.345123847,1.27013886,1.424503201,1.498626185,3.543630431,6.080788104,1.354657101,1.306514183,2.616448909,2.175196235,3.380647479,9.345644733,4.916260554,4.754259345,2.220533386,2.984969686,3.309383562,3.506219319,4.046731558,1.954041283,3.781088684,3.758575791,5.14330496,5.60962613,4.612518736
Italy,ITA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.55042838,0.440426357,0.463431743,0.383551834,0.298324847,0.283059865,0.048610213,0.438295875,0.151613403,0.105511219,0.121141548,0.261063893,0.143979154,0.269705009,0.299890293,0.23590799,-0.023892557,0.519802649,0.761482658,0.23598083,0.545262645,0.192851089,0.236224937,0.35108519,0.200920878,0.412363938,0.270410349,0.296910143,0.207870545,0.55444381,1.151655738,1.27488632,1.356669002,1.243397304,1.114709532,1.979089739,2.925966858,2.984923085,-0.396087837,0.757889695,0.465342941,1.503735448,0.001672245,0.912122176,0.788869272,0.724627962,1.367773669,0.567766927,1.899222157,1.460121098
Jamaica,JAM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,11.53920567,11.37761697,5.199864499,3.845916623,1.284158485,2.14654446,-0.020229195,-0.298489331,-1.005880532,-1.088644531,1.033809893,-0.386027624,-0.479727958,-0.516675334,0.513994348,-0.428525893,-0.166995443,1.624587838,-0.313454179,1.296263067,3.002902253,3.271747197,4.032974381,1.441232077,1.457797265,1.556851022,1.8417481,1.859087287,3.675589715,5.362883377,4.669822186,6.28131362,4.578009372,7.271703917,5.510462928,5.693308744,7.077373696,6.329236468,10.0625296,4.020430955,1.405202763,1.195993686,2.791456896,3.819415646,4.188782042,6.519577551,6.592666142,6.003071517,4.92952207,
Jordan,JOR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,0.071014126,0.225753649,0.570406255,1.881214431,-0.440706067,0.535648481,2.168142766,0.806028627,0.865225677,3.211491004,1.269761565,0.708572638,1.560144093,0.49959513,0.35545786,0.584679276,0.378062765,-0.031978747,0.904969708,-0.273635204,0.755424237,-0.590042251,0.045123965,0.195076376,0.220876438,4.912245678,3.863895256,1.911549857,10.64492636,3.006423027,2.451642385,5.290471149,8.095912551,15.54603372,23.21190202,15.11277182,12.68741605,9.990471937,6.300942597,5.081464286,4.935921467,5.714382644,5.996406886,4.206457775,3.961962857,4.985927237,2.24918307,
Japan,JPN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.044212577,0.087444689,0.053139424,-0.009720362,0.042116149,0.043333047,0.019277952,0.002910959,0.000789257,0.022653768,0.025149586,0.015504653,0.038694847,0.033458707,-0.000758506,0.043513926,0.011645656,0.046486824,-0.015750339,-0.034688265,0.057649031,0.035829194,0.070497271,0.004724487,0.018104287,0.000760914,-0.000790357,0.056332628,0.062294255,0.323986292,0.218682871,0.114464574,0.280851696,0.197305674,0.156338846,0.114808557,-0.052907509,0.479068377,0.488791043,0.233713959,0.130541249,-0.013816039,0.008817409,0.206536579,0.407228152,0.119654803,0.831972862,0.38633193,0.496606886,0.731572588
Kazakhstan,KAZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40149453,5.431238018,3.104347984,4.732430888,5.40518497,5.961400568,5.201659067,9.406776135,7.492466116,12.71548747,10.50669237,8.053698563,13.01285892,4.457111444,9.396053649,11.41903282,12.60393246,12.38058622,5.036306283,7.14350879,6.561648211,4.23069801,3.300631727,3.567373491,12.54456096,2.825220378,0.119287912,1.991515522
Kenya,KEN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.860645654,0.416106402,0.298963712,0.689808849,0.787674536,0.526447731,1.334617501,1.258132158,0.648865948,1.347523818,1.086996806,0.206398349,0.202141562,0.397023829,0.173683868,0.470183987,0.45206802,0.494068886,0.004720678,0.750803531,0.665873829,0.231013008,0.077512889,2.532351134,0.103976797,0.467474289,0.902160126,0.473451365,0.188365603,0.402864464,0.872895972,0.040833358,0.210062253,0.548412532,0.286194264,0.113202055,0.196219537,2.281243174,0.266291327,0.314027177,0.445160534,3.457344567,2.737746957,2.030655975,1.335986481,0.968202239,0.568530853,0.850362,1.852298634,
Kyrgyz Republic,KGZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.493024819,2.271138678,5.785004738,2.584742847,4.741314847,6.636141592,3.555693652,-0.172311074,0.328285302,0.290348679,2.373342146,7.93380358,1.730120209,6.422443743,5.467872701,7.334537906,4.037844056,9.860930707,11.06464469,3.950370509,8.343757298,4.593013721,17.13122863,9.088688279,-1.391843535,1.743691279,
Cambodia,KHM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.013919799,-0.028868616,-0.001978046,0.027030905,0.229418644,,,,,,,,,,,,,,,,,,,2.13614124,2.46826429,4.382185009,8.372554207,5.915641749,3.713331177,2.906419522,3.216744312,3.676756427,3.056850915,1.751316579,2.461977045,6.025383905,6.64242251,10.03894968,7.874681055,8.925272448,12.49138118,11.99484384,14.14571143,13.58334609,11.09689482,10.09866353,12.36922143,12.57184973,13.07449807,13.68075482
Kiribati,KIR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,0,0,0,0,-2.380920208,0,0.682611079,0.33125572,0.652092465,0.598177923,0.438462694,0.752966646,0.900030964,0.852277439,-1.640624335,0.786694945,0.688142591,0.809437101,0.758253013,0.673064238,0.654226712,1.073257195,-0.433392673,0.345983883,0.743372704,1.908493171,2.324020788,0.515655806,0.869095909,-0.898791691,3.772501693,-4.229075715,-0.191925139,-1.254153786,0.452768731,1.464715638,-0.479099197,1.013276137,0.4190587,-0.581669694,
St. Kitts and Nevis,KNA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,1.460723751,1.112619262,2.557491285,15.53946612,6.084950484,7.206625339,7.042685319,11.26787571,7.605054123,21.19289818,22.45486074,9.725308322,5.174637515,5.21668846,5.199982884,6.529970105,10.53285932,5.25046825,8.33015803,14.20006324,22.19383362,18.55755796,16.04002492,15.54704272,10.53782281,16.09650526,17.13424767,19.51071067,23.68197681,17.48334832,15.29490645,13.40641628,11.54630889,13.19288871,17.09175489,13.95518724,12.00687846,4.034573408,9.255148832,
"Korea, Rep.",KOR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.732924265,0.424092496,4.566240364,0.028825647,0.01023327,0.027542775,0.270880548,0.244495677,0.171245702,0.256920033,0.072019839,0.212659912,0.154290134,0.210003694,0.229001599,0.350753612,0.58414813,0.56681978,0.647875476,0.562756747,0.368990765,0.440104783,0.281723999,0.211961256,0.245159047,0.438964481,0.456037173,0.579389851,1.562409791,2.155985339,1.99754203,1.19094348,0.872879108,0.997556155,1.676099205,1.45932018,0.869896781,0.752754048,1.068183262,0.955768594,0.830143714,0.77982926,0.742779626,0.931328035,0.624771688,0.27999556,0.806893302,1.103077991,0.708052418,0.643309058
Kuwait,KWT,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.904319302,0.000257707,0.000224658,0.005547036,0.000922738,0.002079151,-0.003883741,0.009408782,0.004902938,0.005172549,0.002898191,0.004829053,-0.000417092,0.000191668,-0.027791479,0.033811167,-0.081156492,-0.028257512,0.078869259,0.015054221,0.030388906,0.007266918,0.177757141,0.055352246,6.113780941,0.024645118,1.102936924,0.065159439,0.227693924,0.239909049,0.043220912,-0.319645275,0.009490495,-0.140176256,0.039961865,0.289490192,0.119455315,0.097292386,-0.004037959,1.050919917,1.130336409,2.115341992,1.650245679,0.823163206,0.298716374,0.248454514,0.266886524,0.093624942,-0.015199626,
Latin America & Caribbean (excluding high income),LAC,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.831904586,0.9797498,0.388538961,0.848638639,0.543139047,0.808832717,0.490007949,0.636852831,0.716452168,0.793740964,0.788468907,0.943682184,0.798301089,0.776578841,0.629674489,0.844571144,0.631336167,0.65182699,0.959634473,0.73135486,0.686695969,0.892059405,1.095885292,0.84886895,1.541001403,1.552672125,2.127391476,2.887295234,3.293305772,4.265502481,3.550504881,3.323276406,2.905625784,2.143244934,2.829525518,2.681377282,2.14068242,3.212182071,3.017743948,1.936407819,2.868473413,3.209018828,3.112134446,3.051040762,2.719901952,3.233328947,3.382150883,3.030873283,3.413269689,3.16538583
Lao PDR,LAO,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,0,-0.068450706,0,0,0.333911407,0.560187355,0.693192961,0.671148791,0.691607729,2.251932238,3.835174699,5.392573986,8.528709312,5.20889424,3.585439352,5.424803198,1.9576039,1.35157902,0.253176893,0.962969691,0.714895049,1.013321328,5.424761492,7.660971715,4.183937386,5.462074931,3.91153219,3.437366775,6.061565811,5.705778804,6.539163078,7.489414791,5.917464041,10.04611655,7.350036181,
Lebanon,LBN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008148385,0.058498924,0.227233866,0.034751722,0.315902283,0.09317852,0.235021371,0.298665506,0.584358875,11.42467711,6.58022463,5.012211585,5.75581692,8.237549526,6.975529146,14.24105903,8.973516095,12.20384959,12.14443813,13.5978269,14.88051772,13.56965891,11.13279363,7.856939895,7.065391006,5.672830621,5.946899255,4.323822553,5.016070552,4.746667966,4.788985299,
Liberia,LBR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3798627,0.91611479,0.302049622,49.76203209,8.400416014,8.725196147,9.63866591,9.587593707,16.42735095,7.228700482,103.3373871,86.98944676,84.89456969,65.16711332,15.96281262,7.32388519,9.509344313,7.543642601,3.956181214,
Libya,LBY,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54983048,0.287244155,0.292470625,0.189688511,-0.253860828,-0.346404719,-0.400657026,-0.221233312,-0.469339737,-0.35597879,0.368432813,-0.389914244,0.707942488,0.544437835,1.077823452,2.192919977,3.755326186,6.944996129,4.718017988,2.175212642,2.385873758,0,1.740486447,1.071708764,0,0,0,0,0,
